,ticker,quarter,year,pte,ptb,roe,roa,epsChange,bookValuePerShareChange,payableOnEquity,equityOnAsset,potentialScore,riskScore,potential
56,CTG,4,2016,0.10416666666666667,0.0,0.114,0.008,0.049,0.027,0.4132231404958678,0.066,0.9050373291798047,0.09496267082019531,1.0
57,CTG,3,2016,0.23958333333333343,0.0769230769230769,0.11,0.008,0.058,0.03,0.3801652892561983,0.068,0.9179923248988,0.08200767510120004,1.0
58,CTG,2,2016,0.29166666666666674,0.1538461538461538,0.107,0.008,-0.046,0.026,0.34710743801652905,0.07,0.888699740853656,0.11130025914634402,1.0
59,CTG,1,2016,0.21874999999999997,0.1538461538461538,0.112,0.009,0.118,0.038,0.2892561983471075,0.073,0.8690997669702221,0.13090023302977793,1.0
60,CTG,4,2015,0.46875,0.23076923076923078,0.103,0.008,-0.034,0.004,0.31404958677685957,0.072,0.91393034896578,0.0860696510342201,1.0
61,CTG,3,2015,0.4895833333333335,0.3076923076923076,0.107,0.009,0.031,0.024,0.22314049586776868,0.078,0.8867394629808181,0.11326053701918196,1.0
62,CTG,2,2015,0.5000000000000001,0.3076923076923076,0.106,0.009,-0.017,-0.035,0.2066115702479339,0.079,0.8338512844325721,0.1661487155674279,1.0
63,CTG,1,2015,0.3125,0.1538461538461538,0.104,0.01,0.019,0.024,0.115702479338843,0.087,0.8552754255645968,0.1447245744354032,1.0
64,GAS,4,2022,0.5120481927710843,0.5945945945945946,0.267,0.183,0.095,0.057,0.3333333333333335,0.723,0.9061463900147646,0.09385360998523544,1.0
65,GAS,3,2022,0.6325301204819277,0.6756756756756757,0.255,0.171,0.047,-0.046,0.6666666666666667,0.665,0.7248492391003527,0.2751507608996473,1.0
66,GAS,2,2022,0.6987951807228915,0.6486486486486487,0.243,0.158,0.28,0.088,0.6666666666666667,0.671,0.777473681257569,0.22252631874243106,1.0
67,GAS,1,2022,0.8975903614457831,0.6756756756756757,0.192,0.131,0.161,0.068,0.6666666666666667,0.641,0.7796621383887179,0.2203378616112821,1.0
68,GAS,4,2021,0.9397590361445782,0.6216216216216215,0.174,0.122,0.034,0.039,0.6666666666666667,0.649,0.7707175365090335,0.2292824634909665,1.0
69,GAS,3,2021,0.9879518072289155,0.6756756756756757,0.175,0.124,0.049,0.051,0.6666666666666667,0.671,0.8397008413156802,0.16029915868431974,1.0
70,GAS,2,2021,1.0,0.6756756756756757,0.161,0.113,0.065,-0.074,1.0,0.625,0.8282675053008997,0.17173249469910037,1.0
71,GAS,1,2021,0.9939759036144578,0.5405405405405405,0.148,0.112,-0.039,0.044,0.0,0.736,0.8624928939240164,0.1375071060759836,1.0
72,GAS,4,2020,0.8975903614457831,0.5405405405405405,0.161,0.125,-0.145,0.035,0.0,0.767,0.727618942806712,0.272381057193288,1.0
73,GAS,3,2020,0.5421686746987951,0.4324324324324324,0.198,0.147,-0.086,-0.108,0.0,0.757,,,1.0
74,GAS,2,2020,0.40963855421686746,0.29729729729729726,0.206,0.151,-0.111,0.03,0.0,0.78,,,1.0
75,GAS,1,2020,0.1987951807228916,0.18918918918918917,0.237,0.176,-0.058,0.048,0.0,0.777,,,1.0
76,GAS,4,2019,0.5301204819277109,0.5945945945945946,0.253,0.191,-0.018,0.066,0.0,0.78,,,1.0
77,GAS,3,2019,0.6265060240963856,0.7837837837837835,0.276,0.197,-0.025,0.021,0.0,0.728,,,1.0
