,Date,Close,roe,roa,earningPerShare,debtOnEquity,bookValuePerShare,grossProfitMargin,operatingProfitMargin,assetOnEquity,payableOnEquity
2986,2018-12-27,86390.0,0.416,0.284,4893.0,0.0,12335.0,0.474,0.19,1.4,0.4
2987,2018-12-28,84146.0,0.416,0.284,4893.0,0.0,12335.0,0.474,0.19,1.4,0.4
2988,2019-01-02,86951.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2989,2019-01-03,86179.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2990,2019-01-04,87652.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2991,2019-01-07,91859.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2992,2019-01-08,91158.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2993,2019-01-09,92490.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2994,2019-01-10,92350.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2995,2019-01-11,93963.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2996,2019-01-14,94664.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2997,2019-01-15,94594.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2998,2019-01-16,93262.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
2999,2019-01-17,92701.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3000,2019-01-18,93963.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3001,2019-01-21,93823.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3002,2019-01-22,93963.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3003,2019-01-23,94313.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3004,2019-01-24,95015.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3005,2019-01-25,95295.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3006,2019-01-28,95716.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3007,2019-01-29,95716.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3008,2019-01-30,95015.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3009,2019-01-31,94664.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3010,2019-02-01,94664.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3011,2019-02-11,96066.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3012,2019-02-12,96768.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3013,2019-02-13,96978.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3014,2019-02-14,97749.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3015,2019-02-15,98310.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3016,2019-02-18,99572.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3017,2019-02-19,99993.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3018,2019-02-20,100274.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3019,2019-02-21,104130.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3020,2019-02-22,104411.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3021,2019-02-25,106304.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3022,2019-02-26,102447.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3023,2019-02-27,103569.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3024,2019-02-28,98941.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3025,2019-03-01,99152.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3026,2019-03-04,100204.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3027,2019-03-05,99572.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3028,2019-03-06,98871.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3029,2019-03-07,97960.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3030,2019-03-08,96066.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3031,2019-03-11,96487.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3032,2019-03-12,97469.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3033,2019-03-13,96978.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3034,2019-03-14,96417.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3035,2019-03-15,96066.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3036,2019-03-18,96768.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3037,2019-03-19,95996.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3038,2019-03-20,97118.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3039,2019-03-21,95365.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3040,2019-03-22,95716.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3041,2019-03-25,95716.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3042,2019-03-26,95716.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3043,2019-03-27,95716.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3044,2019-03-28,94804.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3045,2019-03-29,94524.0,0.381,0.28,4936.0,0.1,13557.0,0.467,0.243,1.4,0.3
3046,2019-04-01,97188.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3047,2019-04-02,97469.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3048,2019-04-03,97118.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3049,2019-04-04,96768.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3050,2019-04-05,95576.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3051,2019-04-08,96207.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3052,2019-04-09,94944.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3053,2019-04-10,94874.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3054,2019-04-11,95085.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3055,2019-04-12,95155.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3056,2019-04-16,95365.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3057,2019-04-17,94664.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3058,2019-04-18,94804.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3059,2019-04-19,93262.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3060,2019-04-22,90877.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3061,2019-04-23,89054.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3062,2019-04-24,90807.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3063,2019-04-25,90807.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3064,2019-04-26,91018.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3065,2019-05-02,91158.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3066,2019-05-03,91859.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3067,2019-05-06,90527.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3068,2019-05-07,90807.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3069,2019-05-08,89755.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3070,2019-05-09,89896.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3071,2019-05-10,91228.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3072,2019-05-13,93893.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3073,2019-05-14,95015.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3074,2019-05-15,95085.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3075,2019-05-16,95646.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3076,2019-05-17,95085.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3077,2019-05-20,96417.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3078,2019-05-21,93612.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3079,2019-05-22,92630.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3080,2019-05-23,92630.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3081,2019-05-24,91509.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3082,2019-05-27,93963.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3083,2019-05-28,92560.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3084,2019-05-29,93191.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3085,2019-05-30,92210.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3086,2019-05-31,90807.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3087,2019-06-03,89755.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3088,2019-06-04,90176.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3089,2019-06-05,90463.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3090,2019-06-06,89754.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3091,2019-06-07,89825.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3092,2019-06-10,90038.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3093,2019-06-11,89044.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3094,2019-06-12,88831.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3095,2019-06-13,87412.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3096,2019-06-14,87767.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3097,2019-06-17,87767.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3098,2019-06-18,87270.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3099,2019-06-19,87554.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3100,2019-06-20,87483.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3101,2019-06-21,89044.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3102,2019-06-24,87341.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3103,2019-06-25,87554.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3104,2019-06-26,87625.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3105,2019-06-27,87341.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3106,2019-06-28,87270.0,0.388,0.276,5047.0,0.1,13559.0,0.48,0.231,1.4,0.4
3107,2019-07-01,88690.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3108,2019-07-02,88760.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3109,2019-07-03,89399.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3110,2019-07-04,89541.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3111,2019-07-05,89541.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3112,2019-07-08,88122.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3113,2019-07-09,88690.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3114,2019-07-10,88690.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3115,2019-07-11,88831.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3116,2019-07-12,87980.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3117,2019-07-15,87412.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3118,2019-07-16,87980.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3119,2019-07-17,88973.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3120,2019-07-18,88406.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3121,2019-07-19,90038.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3122,2019-07-22,89044.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3123,2019-07-23,88973.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3124,2019-07-24,89115.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3125,2019-07-25,88760.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3126,2019-07-26,88335.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3127,2019-07-29,87625.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3128,2019-07-30,87625.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3129,2019-07-31,87412.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3130,2019-08-01,88122.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3131,2019-08-02,87980.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3132,2019-08-05,86561.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3133,2019-08-06,85284.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3134,2019-08-07,85851.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3135,2019-08-08,85780.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3136,2019-08-09,85851.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3137,2019-08-12,85568.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3138,2019-08-13,83723.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3139,2019-08-14,84220.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3140,2019-08-15,86561.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3141,2019-08-16,88051.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3142,2019-08-19,88619.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3143,2019-08-20,88264.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3144,2019-08-21,87909.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3145,2019-08-22,87980.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3146,2019-08-23,87270.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3147,2019-08-26,85497.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3148,2019-08-27,84432.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3149,2019-08-28,84716.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3150,2019-08-29,87270.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3151,2019-08-30,87270.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3152,2019-09-03,87980.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3153,2019-09-04,87838.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3154,2019-09-05,86561.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3155,2019-09-06,87129.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3156,2019-09-09,88335.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3157,2019-09-10,87767.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3158,2019-09-11,86632.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3159,2019-09-12,86561.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3160,2019-09-13,86632.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3161,2019-09-16,87644.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3162,2019-09-17,88365.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3163,2019-09-18,89231.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3164,2019-09-19,89158.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3165,2019-09-20,88076.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3166,2019-09-23,89808.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3167,2019-09-24,91539.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3168,2019-09-25,91178.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3169,2019-09-26,93775.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3170,2019-09-27,93847.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3171,2019-09-30,93559.0,0.405,0.288,5109.0,0.2,13043.0,0.47,0.218,1.5,0.4
3172,2019-10-01,92332.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3173,2019-10-02,91611.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3174,2019-10-03,93054.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3175,2019-10-04,92765.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3176,2019-10-07,93126.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3177,2019-10-08,93054.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3178,2019-10-09,91611.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3179,2019-10-10,91611.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3180,2019-10-11,92332.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3181,2019-10-14,92765.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3182,2019-10-15,92549.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3183,2019-10-16,94064.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3184,2019-10-17,94496.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3185,2019-10-18,95578.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3186,2019-10-21,96372.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3187,2019-10-22,95578.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3188,2019-10-23,95434.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3189,2019-10-24,95650.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3190,2019-10-25,97021.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3191,2019-10-28,96516.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3192,2019-10-29,96733.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3193,2019-10-30,95218.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3194,2019-10-31,93775.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3195,2019-11-01,95506.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3196,2019-11-04,94713.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3197,2019-11-05,93198.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3198,2019-11-06,93847.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3199,2019-11-07,93126.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3200,2019-11-08,93198.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3201,2019-11-11,93270.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3202,2019-11-12,91972.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3203,2019-11-13,90529.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3204,2019-11-14,90817.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3205,2019-11-15,88726.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3206,2019-11-18,87139.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3207,2019-11-19,89735.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3208,2019-11-20,89447.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3209,2019-11-21,88004.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3210,2019-11-22,87644.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3211,2019-11-25,88653.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3212,2019-11-26,88726.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3213,2019-11-27,88076.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3214,2019-11-28,88076.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3215,2019-11-29,87644.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3216,2019-12-02,85335.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3217,2019-12-03,83965.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3218,2019-12-04,85696.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3219,2019-12-05,84975.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3220,2019-12-06,83893.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3221,2019-12-09,85191.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3222,2019-12-10,85263.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3223,2019-12-11,85552.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3224,2019-12-12,85984.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3225,2019-12-13,85119.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3226,2019-12-16,85624.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3227,2019-12-17,84470.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3228,2019-12-18,85552.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3229,2019-12-19,86345.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3230,2019-12-20,86562.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3231,2019-12-23,85119.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3232,2019-12-24,85552.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3233,2019-12-25,85119.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3234,2019-12-26,85121.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3235,2019-12-27,85994.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3236,2019-12-30,84757.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3237,2019-12-31,84757.0,0.397,0.258,5062.0,0.2,13160.0,0.469,0.175,1.6,0.5
3238,2020-01-02,85776.0,0.362,0.25,5050.0,0.2,14359.0,0.467,0.227,1.5,0.4
3239,2020-01-03,86067.0,0.362,0.25,5050.0,0.2,14359.0,0.467,0.227,1.5,0.4
3240,2020-01-06,85412.0,0.362,0.25,5050.0,0.2,14359.0,0.467,0.227,1.5,0.4
3241,2020-01-07,86212.0,0.362,0.25,5050.0,0.2,14359.0,0.467,0.227,1.5,0.4
3242,2020-01-08,86431.0,0.362,0.25,5050.0,0.2,14359.0,0.467,0.227,1.5,0.4
3243,2020-01-09,86285.0,0.362,0.25,5050.0,0.2,14359.0,0.467,0.227,1.5,0.4
3244,2020-01-10,86503.0,0.362,0.25,5050.0,0.2,14359.0,0.467,0.227,1.5,0.4
3245,2020-01-13,85412.0,0.362,0.25,5050.0,0.2,14359.0,0.467,0.227,1.5,0.4
3246,2020-01-14,85703.0,0.362,0.25,5050.0,0.2,14359.0,0.467,0.227,1.5,0.4
3247,2020-01-15,85703.0,0.362,0.25,5050.0,0.2,14359.0,0.467,0.227,1.5,0.4
