,Date,Close,roe,roa,earningPerShare,debtOnEquity,bookValuePerShare,grossProfitMargin,operatingProfitMargin,assetOnEquity,payableOnEquity
0,2007-01-02,6120.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
1,2007-01-03,6413.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
2,2007-01-04,6707.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
3,2007-01-05,7001.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
4,2007-01-08,7001.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
5,2007-01-09,7343.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
6,2007-01-10,7686.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
7,2007-01-11,8029.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
8,2007-01-12,8421.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
9,2007-01-15,8812.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
10,2007-01-16,9253.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
11,2007-01-17,8812.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
12,2007-01-18,9057.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
13,2007-01-19,9498.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
14,2007-01-22,9057.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
15,2007-01-23,9057.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
16,2007-01-24,8616.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
17,2007-01-25,8663.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
18,2007-01-26,8663.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
19,2007-01-29,8663.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
20,2007-01-30,9076.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
21,2007-01-31,9024.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
22,2007-02-01,9436.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
23,2007-02-02,9901.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
24,2007-02-05,9436.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
25,2007-02-06,9901.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
26,2007-02-07,10313.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
27,2007-02-08,9797.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
28,2007-02-09,9333.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
29,2007-02-12,9694.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
30,2007-02-13,10158.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
31,2007-02-14,9849.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
32,2007-02-15,9952.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
33,2007-02-26,10416.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
34,2007-02-27,10932.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
35,2007-02-28,10416.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
36,2007-03-01,10210.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
37,2007-03-02,10313.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
38,2007-03-05,10416.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
39,2007-03-06,10055.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
40,2007-03-07,9746.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
41,2007-03-08,9797.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
42,2007-03-09,10055.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
43,2007-03-12,10210.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
44,2007-03-13,9797.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
45,2007-03-14,9591.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
46,2007-03-15,9127.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
47,2007-03-16,9540.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
48,2007-03-19,9901.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
49,2007-03-20,9643.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
50,2007-03-21,9591.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
51,2007-03-22,9282.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
52,2007-03-23,9282.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
53,2007-03-26,9282.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
54,2007-03-27,9282.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
55,2007-03-28,9179.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
56,2007-03-29,9540.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
57,2007-03-30,9488.0,0.27,0.196,412.0,0.0,1894.0,0.283,0.09,1.2,0.2
58,2007-04-02,9282.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
59,2007-04-03,9076.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
60,2007-04-04,9436.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
61,2007-04-05,9436.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
62,2007-04-06,9282.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
63,2007-04-09,9230.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
64,2007-04-10,9282.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
65,2007-04-11,9282.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
66,2007-04-12,9230.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
67,2007-04-13,9179.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
68,2007-04-16,8766.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
69,2007-04-17,8818.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
70,2007-04-18,9230.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
71,2007-04-19,9230.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
72,2007-04-20,8869.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
73,2007-04-23,8715.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
74,2007-04-24,8302.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
75,2007-04-25,8715.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
76,2007-05-02,9076.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
77,2007-05-03,9076.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
78,2007-05-04,9282.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
79,2007-05-07,9694.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
80,2007-05-08,10004.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
81,2007-05-09,10004.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
82,2007-05-10,9901.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
83,2007-05-11,9694.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
84,2007-05-14,9591.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
85,2007-05-15,9436.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
86,2007-05-16,9127.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
87,2007-05-17,9540.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
88,2007-05-18,9797.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
89,2007-05-21,9849.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
90,2007-05-22,9901.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
91,2007-05-23,9952.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
92,2007-05-24,9694.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
93,2007-05-25,9591.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
94,2007-05-28,9694.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
95,2007-05-29,9694.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
96,2007-05-30,9540.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
97,2007-05-31,9540.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
98,2007-06-01,9694.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
99,2007-06-04,9694.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
100,2007-06-05,9540.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
101,2007-06-06,9488.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
102,2007-06-07,9488.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
103,2007-06-08,9694.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
104,2007-06-11,9488.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
105,2007-06-12,9436.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
106,2007-06-13,9540.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
107,2007-06-14,9540.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
108,2007-06-15,9591.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
109,2007-06-18,9591.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
110,2007-06-19,9540.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
111,2007-06-20,9436.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
112,2007-06-21,9385.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
113,2007-06-22,9488.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
114,2007-06-25,9488.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
115,2007-06-26,9488.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
116,2007-06-27,9379.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
117,2007-06-28,9379.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
118,2007-06-29,9379.0,0.275,0.192,423.0,0.0,1890.0,0.278,0.118,1.3,0.3
119,2007-07-02,9118.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
120,2007-07-03,8910.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
121,2007-07-04,9327.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
122,2007-07-05,9535.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
123,2007-07-06,9379.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
124,2007-07-09,9379.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
125,2007-07-10,9535.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
126,2007-07-11,9535.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
127,2007-07-12,9483.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
128,2007-07-13,9379.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
129,2007-07-16,9327.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
130,2007-07-17,9274.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
131,2007-07-18,9274.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
132,2007-07-19,9222.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
133,2007-07-20,9170.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
134,2007-07-23,9274.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
135,2007-07-24,9379.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
136,2007-07-25,9379.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
137,2007-07-26,9274.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
138,2007-07-27,8962.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
139,2007-07-30,9222.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
140,2007-07-31,9274.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
141,2007-08-01,9222.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
142,2007-08-02,9118.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
143,2007-08-03,8962.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
144,2007-08-06,8858.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
145,2007-08-07,8597.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
146,2007-08-08,8701.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
147,2007-08-09,8962.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
148,2007-08-10,8962.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
149,2007-08-13,8753.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
150,2007-08-14,8805.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
151,2007-08-15,8753.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
152,2007-08-16,8597.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
153,2007-08-17,8545.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
154,2007-08-20,8493.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
155,2007-08-21,8597.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
156,2007-08-22,8545.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
157,2007-08-23,8545.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
158,2007-08-24,8545.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
159,2007-08-27,8597.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
160,2007-08-28,8493.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
161,2007-08-29,8441.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
162,2007-08-30,8441.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
163,2007-08-31,8337.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
164,2007-09-04,8545.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
165,2007-09-05,8284.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
166,2007-09-06,8337.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
167,2007-09-07,8441.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
168,2007-09-10,8337.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
169,2007-09-11,8389.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
170,2007-09-12,8389.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
171,2007-09-13,8441.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
172,2007-09-14,8597.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
173,2007-09-17,8649.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
174,2007-09-18,8649.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
175,2007-09-19,8649.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
176,2007-09-20,8753.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
177,2007-09-21,8649.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
178,2007-09-24,8753.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
179,2007-09-25,9118.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
180,2007-09-26,9014.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
181,2007-09-27,9066.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
182,2007-09-28,9483.0,0.272,0.199,439.0,0.1,1978.0,0.268,0.092,1.3,0.3
183,2007-10-01,9952.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
184,2007-10-02,10160.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
185,2007-10-03,10316.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
186,2007-10-04,9952.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
187,2007-10-05,9743.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
188,2007-10-08,9743.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
189,2007-10-09,9848.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
190,2007-10-10,10108.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
191,2007-10-11,9952.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
192,2007-10-12,10160.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
193,2007-10-15,10108.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
194,2007-10-16,10108.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
195,2007-10-17,10056.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
196,2007-10-18,10108.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
197,2007-10-19,9900.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
198,2007-10-22,9639.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
199,2007-10-23,9483.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
200,2007-10-24,9795.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
201,2007-10-25,9795.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
202,2007-10-26,9900.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
203,2007-10-29,9431.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
204,2007-10-30,9848.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
205,2007-10-31,9587.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
206,2007-11-01,9587.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
207,2007-11-02,9691.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
208,2007-11-05,9274.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
209,2007-11-06,9170.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
210,2007-11-07,9274.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
211,2007-11-08,9379.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
212,2007-11-09,9379.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
213,2007-11-12,9274.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
214,2007-11-13,8858.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
215,2007-11-14,8597.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
216,2007-11-15,9014.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
217,2007-11-16,9118.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
218,2007-11-19,9274.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
219,2007-11-20,9014.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
220,2007-11-21,8858.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
221,2007-11-22,8858.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
222,2007-11-23,8858.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
223,2007-11-26,8962.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
224,2007-11-27,9066.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
225,2007-11-28,8858.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
226,2007-11-29,8805.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
227,2007-11-30,8649.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
228,2007-12-03,9014.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
229,2007-12-04,9014.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
230,2007-12-05,8858.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
231,2007-12-06,8962.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
232,2007-12-07,8910.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
233,2007-12-10,8858.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
234,2007-12-11,8701.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
235,2007-12-12,8701.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
236,2007-12-13,8649.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
237,2007-12-14,8493.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
238,2007-12-17,8493.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
239,2007-12-18,8597.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
240,2007-12-19,8858.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
241,2007-12-20,8701.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
242,2007-12-21,8805.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
243,2007-12-24,8753.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
244,2007-12-25,8753.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
245,2007-12-26,8805.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
246,2007-12-27,8701.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
247,2007-12-28,8649.0,0.274,0.217,462.0,0.2,2065.0,0.268,0.093,1.2,0.2
248,2008-01-02,8597.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
249,2008-01-03,8545.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
250,2008-01-04,8441.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
251,2008-01-07,8649.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
252,2008-01-08,8649.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
253,2008-01-09,8493.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
254,2008-01-10,8076.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
255,2008-01-11,8180.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
256,2008-01-14,8128.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
257,2008-01-15,7763.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
258,2008-01-16,8128.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
259,2008-01-17,7868.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
260,2008-01-18,7972.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
261,2008-01-21,7816.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
262,2008-01-22,7451.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
263,2008-01-23,7086.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
264,2008-01-24,6773.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
265,2008-01-25,7086.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
266,2008-01-28,7190.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
267,2008-01-29,7451.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
268,2008-01-30,7086.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
269,2008-01-31,7399.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
270,2008-02-01,7555.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
271,2008-02-12,7294.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
272,2008-02-13,7086.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
