,Date,Close,roe,roa,earningPerShare,bookValuePerShare,assetOnEquity,payableOnEquity
38,2012-03-02,12202.0,0.121,0.012,1112.0,11228.0,8.6,7.6
39,2012-03-05,12791.0,0.121,0.012,1112.0,11228.0,8.6,7.6
40,2012-03-06,12160.0,0.121,0.012,1112.0,11228.0,8.6,7.6
41,2012-03-07,12160.0,0.121,0.012,1112.0,11228.0,8.6,7.6
42,2012-03-08,11571.0,0.121,0.012,1112.0,11228.0,8.6,7.6
43,2012-03-09,11739.0,0.121,0.012,1112.0,11228.0,8.6,7.6
44,2012-03-12,11276.0,0.121,0.012,1112.0,11228.0,8.6,7.6
45,2012-03-13,11486.0,0.121,0.012,1112.0,11228.0,8.6,7.6
46,2012-03-14,11655.0,0.121,0.012,1112.0,11228.0,8.6,7.6
47,2012-03-15,11907.0,0.121,0.012,1112.0,11228.0,8.6,7.6
48,2012-03-16,11360.0,0.121,0.012,1112.0,11228.0,8.6,7.6
49,2012-03-19,11907.0,0.121,0.012,1112.0,11228.0,8.6,7.6
50,2012-03-20,12496.0,0.121,0.012,1112.0,11228.0,8.6,7.6
51,2012-03-21,12538.0,0.121,0.012,1112.0,11228.0,8.6,7.6
52,2012-03-22,12622.0,0.121,0.012,1112.0,11228.0,8.6,7.6
53,2012-03-23,12454.0,0.121,0.012,1112.0,11228.0,8.6,7.6
54,2012-03-26,12412.0,0.121,0.012,1112.0,11228.0,8.6,7.6
55,2012-03-27,11991.0,0.121,0.012,1112.0,11228.0,8.6,7.6
56,2012-03-28,12202.0,0.121,0.012,1112.0,11228.0,8.6,7.6
57,2012-03-29,12075.0,0.121,0.012,1112.0,11228.0,8.6,7.6
58,2012-03-30,12202.0,0.121,0.012,1112.0,11228.0,8.6,7.6
59,2012-04-03,12244.0,0.12,0.011,1091.0,10826.0,9.8,8.8
60,2012-04-04,12160.0,0.12,0.011,1091.0,10826.0,9.8,8.8
61,2012-04-05,12160.0,0.12,0.011,1091.0,10826.0,9.8,8.8
62,2012-04-06,12118.0,0.12,0.011,1091.0,10826.0,9.8,8.8
63,2012-04-09,12118.0,0.12,0.011,1091.0,10826.0,9.8,8.8
64,2012-04-10,12286.0,0.12,0.011,1091.0,10826.0,9.8,8.8
65,2012-04-11,12454.0,0.12,0.011,1091.0,10826.0,9.8,8.8
66,2012-04-12,12959.0,0.12,0.011,1091.0,10826.0,9.8,8.8
67,2012-04-13,13127.0,0.12,0.011,1091.0,10826.0,9.8,8.8
68,2012-04-16,13716.0,0.12,0.011,1091.0,10826.0,9.8,8.8
69,2012-04-17,14390.0,0.12,0.011,1091.0,10826.0,9.8,8.8
70,2012-04-18,14221.0,0.12,0.011,1091.0,10826.0,9.8,8.8
71,2012-04-19,14095.0,0.12,0.011,1091.0,10826.0,9.8,8.8
72,2012-04-20,13843.0,0.12,0.011,1091.0,10826.0,9.8,8.8
73,2012-04-23,13801.0,0.12,0.011,1091.0,10826.0,9.8,8.8
74,2012-04-24,13716.0,0.12,0.011,1091.0,10826.0,9.8,8.8
75,2012-04-25,13716.0,0.12,0.011,1091.0,10826.0,9.8,8.8
76,2012-04-26,13674.0,0.12,0.011,1091.0,10826.0,9.8,8.8
77,2012-04-27,13885.0,0.12,0.011,1091.0,10826.0,9.8,8.8
78,2012-05-02,13885.0,0.12,0.011,1091.0,10826.0,9.8,8.8
79,2012-05-03,13801.0,0.12,0.011,1091.0,10826.0,9.8,8.8
80,2012-05-04,13927.0,0.12,0.011,1091.0,10826.0,9.8,8.8
81,2012-05-07,14179.0,0.12,0.011,1091.0,10826.0,9.8,8.8
82,2012-05-08,14179.0,0.12,0.011,1091.0,10826.0,9.8,8.8
83,2012-05-09,14390.0,0.12,0.011,1091.0,10826.0,9.8,8.8
84,2012-05-10,14852.0,0.12,0.011,1091.0,10826.0,9.8,8.8
85,2012-05-11,15273.0,0.12,0.011,1091.0,10826.0,9.8,8.8
86,2012-05-14,15568.0,0.12,0.011,1091.0,10826.0,9.8,8.8
87,2012-05-15,14810.0,0.12,0.011,1091.0,10826.0,9.8,8.8
88,2012-05-16,14305.0,0.12,0.011,1091.0,10826.0,9.8,8.8
89,2012-05-17,13674.0,0.12,0.011,1091.0,10826.0,9.8,8.8
90,2012-05-18,13464.0,0.12,0.011,1091.0,10826.0,9.8,8.8
91,2012-05-21,13801.0,0.12,0.011,1091.0,10826.0,9.8,8.8
92,2012-05-22,13464.0,0.12,0.011,1091.0,10826.0,9.8,8.8
93,2012-05-23,12791.0,0.12,0.011,1091.0,10826.0,9.8,8.8
94,2012-05-24,12286.0,0.12,0.011,1091.0,10826.0,9.8,8.8
95,2012-05-25,12875.0,0.12,0.011,1091.0,10826.0,9.8,8.8
96,2012-05-28,12875.0,0.12,0.011,1091.0,10826.0,9.8,8.8
97,2012-05-29,12496.0,0.12,0.011,1091.0,10826.0,9.8,8.8
98,2012-05-30,12664.0,0.12,0.011,1091.0,10826.0,9.8,8.8
99,2012-05-31,12412.0,0.12,0.011,1091.0,10826.0,9.8,8.8
100,2012-06-01,12454.0,0.12,0.011,1091.0,10826.0,9.8,8.8
101,2012-06-04,11865.0,0.12,0.011,1091.0,10826.0,9.8,8.8
102,2012-06-05,12075.0,0.12,0.011,1091.0,10826.0,9.8,8.8
103,2012-06-06,12370.0,0.12,0.011,1091.0,10826.0,9.8,8.8
104,2012-06-07,12664.0,0.12,0.011,1091.0,10826.0,9.8,8.8
105,2012-06-08,12664.0,0.12,0.011,1091.0,10826.0,9.8,8.8
106,2012-06-11,12454.0,0.12,0.011,1091.0,10826.0,9.8,8.8
107,2012-06-12,12370.0,0.12,0.011,1091.0,10826.0,9.8,8.8
108,2012-06-13,12454.0,0.12,0.011,1091.0,10826.0,9.8,8.8
109,2012-06-14,12286.0,0.12,0.011,1091.0,10826.0,9.8,8.8
110,2012-06-15,12580.0,0.12,0.011,1091.0,10826.0,9.8,8.8
111,2012-06-18,12749.0,0.12,0.011,1091.0,10826.0,9.8,8.8
112,2012-06-19,12370.0,0.12,0.011,1091.0,10826.0,9.8,8.8
113,2012-06-20,12538.0,0.12,0.011,1091.0,10826.0,9.8,8.8
114,2012-06-21,12580.0,0.12,0.011,1091.0,10826.0,9.8,8.8
115,2012-06-22,12454.0,0.12,0.011,1091.0,10826.0,9.8,8.8
116,2012-06-25,12370.0,0.12,0.011,1091.0,10826.0,9.8,8.8
117,2012-06-26,12118.0,0.12,0.011,1091.0,10826.0,9.8,8.8
118,2012-06-27,12118.0,0.12,0.011,1091.0,10826.0,9.8,8.8
119,2012-06-28,12286.0,0.12,0.011,1091.0,10826.0,9.8,8.8
120,2012-06-29,12412.0,0.12,0.011,1091.0,10826.0,9.8,8.8
121,2012-07-02,12328.0,0.117,0.011,1104.0,11122.0,10.1,9.1
122,2012-07-03,11823.0,0.117,0.011,1104.0,11122.0,10.1,9.1
123,2012-07-04,11823.0,0.117,0.011,1104.0,11122.0,10.1,9.1
124,2012-07-05,12033.0,0.117,0.011,1104.0,11122.0,10.1,9.1
125,2012-07-06,11991.0,0.117,0.011,1104.0,11122.0,10.1,9.1
126,2012-07-09,11781.0,0.117,0.011,1104.0,11122.0,10.1,9.1
127,2012-07-10,11697.0,0.117,0.011,1104.0,11122.0,10.1,9.1
128,2012-07-11,11781.0,0.117,0.011,1104.0,11122.0,10.1,9.1
129,2012-07-12,11781.0,0.117,0.011,1104.0,11122.0,10.1,9.1
130,2012-07-13,12033.0,0.117,0.011,1104.0,11122.0,10.1,9.1
131,2012-07-16,11907.0,0.117,0.011,1104.0,11122.0,10.1,9.1
132,2012-07-17,11907.0,0.117,0.011,1104.0,11122.0,10.1,9.1
133,2012-07-18,11949.0,0.117,0.011,1104.0,11122.0,10.1,9.1
134,2012-07-19,12370.0,0.117,0.011,1104.0,11122.0,10.1,9.1
135,2012-07-20,12075.0,0.117,0.011,1104.0,11122.0,10.1,9.1
136,2012-07-23,12075.0,0.117,0.011,1104.0,11122.0,10.1,9.1
137,2012-07-24,11865.0,0.117,0.011,1104.0,11122.0,10.1,9.1
138,2012-07-25,11865.0,0.117,0.011,1104.0,11122.0,10.1,9.1
139,2012-07-26,11865.0,0.117,0.011,1104.0,11122.0,10.1,9.1
140,2012-07-27,11865.0,0.117,0.011,1104.0,11122.0,10.1,9.1
141,2012-07-30,11739.0,0.117,0.011,1104.0,11122.0,10.1,9.1
142,2012-07-31,11739.0,0.117,0.011,1104.0,11122.0,10.1,9.1
143,2012-08-01,11571.0,0.117,0.011,1104.0,11122.0,10.1,9.1
144,2012-08-02,11571.0,0.117,0.011,1104.0,11122.0,10.1,9.1
145,2012-08-03,11571.0,0.117,0.011,1104.0,11122.0,10.1,9.1
146,2012-08-06,11613.0,0.117,0.011,1104.0,11122.0,10.1,9.1
147,2012-08-07,11697.0,0.117,0.011,1104.0,11122.0,10.1,9.1
148,2012-08-08,11739.0,0.117,0.011,1104.0,11122.0,10.1,9.1
149,2012-08-09,11865.0,0.117,0.011,1104.0,11122.0,10.1,9.1
150,2012-08-10,11697.0,0.117,0.011,1104.0,11122.0,10.1,9.1
151,2012-08-13,11655.0,0.117,0.011,1104.0,11122.0,10.1,9.1
152,2012-08-14,11823.0,0.117,0.011,1104.0,11122.0,10.1,9.1
153,2012-08-15,11739.0,0.117,0.011,1104.0,11122.0,10.1,9.1
154,2012-08-16,11697.0,0.117,0.011,1104.0,11122.0,10.1,9.1
155,2012-08-17,11781.0,0.117,0.011,1104.0,11122.0,10.1,9.1
156,2012-08-20,11949.0,0.117,0.011,1104.0,11122.0,10.1,9.1
157,2012-08-21,11360.0,0.117,0.011,1104.0,11122.0,10.1,9.1
158,2012-08-22,11108.0,0.117,0.011,1104.0,11122.0,10.1,9.1
159,2012-08-23,10561.0,0.117,0.011,1104.0,11122.0,10.1,9.1
160,2012-08-24,10981.0,0.117,0.011,1104.0,11122.0,10.1,9.1
161,2012-08-27,10435.0,0.117,0.011,1104.0,11122.0,10.1,9.1
162,2012-08-28,10519.0,0.117,0.011,1104.0,11122.0,10.1,9.1
163,2012-08-29,10729.0,0.117,0.011,1104.0,11122.0,10.1,9.1
164,2012-08-30,10771.0,0.117,0.011,1104.0,11122.0,10.1,9.1
165,2012-08-31,10435.0,0.117,0.011,1104.0,11122.0,10.1,9.1
166,2012-09-04,10603.0,0.117,0.011,1104.0,11122.0,10.1,9.1
167,2012-09-05,10603.0,0.117,0.011,1104.0,11122.0,10.1,9.1
168,2012-09-06,10603.0,0.117,0.011,1104.0,11122.0,10.1,9.1
169,2012-09-07,10687.0,0.117,0.011,1104.0,11122.0,10.1,9.1
170,2012-09-10,10182.0,0.117,0.011,1104.0,11122.0,10.1,9.1
171,2012-09-11,10098.0,0.117,0.011,1104.0,11122.0,10.1,9.1
172,2012-09-12,10182.0,0.117,0.011,1104.0,11122.0,10.1,9.1
173,2012-09-13,10519.0,0.117,0.011,1104.0,11122.0,10.1,9.1
174,2012-09-14,10981.0,0.117,0.011,1104.0,11122.0,10.1,9.1
175,2012-09-17,11402.0,0.117,0.011,1104.0,11122.0,10.1,9.1
176,2012-09-18,10855.0,0.117,0.011,1104.0,11122.0,10.1,9.1
177,2012-09-19,10771.0,0.117,0.011,1104.0,11122.0,10.1,9.1
178,2012-09-20,10435.0,0.117,0.011,1104.0,11122.0,10.1,9.1
179,2012-09-21,10729.0,0.117,0.011,1104.0,11122.0,10.1,9.1
180,2012-09-24,10435.0,0.117,0.011,1104.0,11122.0,10.1,9.1
181,2012-09-25,10477.0,0.117,0.011,1104.0,11122.0,10.1,9.1
182,2012-09-26,10561.0,0.117,0.011,1104.0,11122.0,10.1,9.1
183,2012-09-27,10561.0,0.117,0.011,1104.0,11122.0,10.1,9.1
184,2012-09-28,10350.0,0.117,0.011,1104.0,11122.0,10.1,9.1
185,2012-10-01,10056.0,0.117,0.011,1188.0,11415.0,9.8,8.8
186,2012-10-02,10014.0,0.117,0.011,1188.0,11415.0,9.8,8.8
187,2012-10-03,10098.0,0.117,0.011,1188.0,11415.0,9.8,8.8
188,2012-10-04,10140.0,0.117,0.011,1188.0,11415.0,9.8,8.8
189,2012-10-05,10308.0,0.117,0.011,1188.0,11415.0,9.8,8.8
190,2012-10-08,10477.0,0.117,0.011,1188.0,11415.0,9.8,8.8
191,2012-10-09,10435.0,0.117,0.011,1188.0,11415.0,9.8,8.8
192,2012-10-10,10392.0,0.117,0.011,1188.0,11415.0,9.8,8.8
193,2012-10-11,10392.0,0.117,0.011,1188.0,11415.0,9.8,8.8
194,2012-10-12,10266.0,0.117,0.011,1188.0,11415.0,9.8,8.8
195,2012-10-15,10098.0,0.117,0.011,1188.0,11415.0,9.8,8.8
196,2012-10-16,10266.0,0.117,0.011,1188.0,11415.0,9.8,8.8
197,2012-10-17,10098.0,0.117,0.011,1188.0,11415.0,9.8,8.8
198,2012-10-18,10140.0,0.117,0.011,1188.0,11415.0,9.8,8.8
199,2012-10-19,10056.0,0.117,0.011,1188.0,11415.0,9.8,8.8
200,2012-10-22,10140.0,0.117,0.011,1188.0,11415.0,9.8,8.8
201,2012-10-23,10140.0,0.117,0.011,1188.0,11415.0,9.8,8.8
202,2012-10-24,10140.0,0.117,0.011,1188.0,11415.0,9.8,8.8
203,2012-10-25,10056.0,0.117,0.011,1188.0,11415.0,9.8,8.8
204,2012-10-26,10056.0,0.117,0.011,1188.0,11415.0,9.8,8.8
205,2012-10-29,10014.0,0.117,0.011,1188.0,11415.0,9.8,8.8
206,2012-10-30,9930.0,0.117,0.011,1188.0,11415.0,9.8,8.8
207,2012-10-31,9803.0,0.117,0.011,1188.0,11415.0,9.8,8.8
208,2012-11-01,9719.0,0.117,0.011,1188.0,11415.0,9.8,8.8
209,2012-11-02,9256.0,0.117,0.011,1188.0,11415.0,9.8,8.8
210,2012-11-05,9004.0,0.117,0.011,1188.0,11415.0,9.8,8.8
211,2012-11-06,8836.0,0.117,0.011,1188.0,11415.0,9.8,8.8
212,2012-11-07,9256.0,0.117,0.011,1188.0,11415.0,9.8,8.8
213,2012-11-08,9719.0,0.117,0.011,1188.0,11415.0,9.8,8.8
214,2012-11-09,9888.0,0.117,0.011,1188.0,11415.0,9.8,8.8
215,2012-11-12,9845.0,0.117,0.011,1188.0,11415.0,9.8,8.8
216,2012-11-13,9677.0,0.117,0.011,1188.0,11415.0,9.8,8.8
217,2012-11-14,9930.0,0.117,0.011,1188.0,11415.0,9.8,8.8
218,2012-11-15,10182.0,0.117,0.011,1188.0,11415.0,9.8,8.8
219,2012-11-16,10014.0,0.117,0.011,1188.0,11415.0,9.8,8.8
220,2012-11-19,9888.0,0.117,0.011,1188.0,11415.0,9.8,8.8
221,2012-11-20,9845.0,0.117,0.011,1188.0,11415.0,9.8,8.8
222,2012-11-21,9845.0,0.117,0.011,1188.0,11415.0,9.8,8.8
223,2012-11-22,9803.0,0.117,0.011,1188.0,11415.0,9.8,8.8
224,2012-11-23,9719.0,0.117,0.011,1188.0,11415.0,9.8,8.8
225,2012-11-26,9593.0,0.117,0.011,1188.0,11415.0,9.8,8.8
226,2012-11-27,9593.0,0.117,0.011,1188.0,11415.0,9.8,8.8
227,2012-11-28,9635.0,0.117,0.011,1188.0,11415.0,9.8,8.8
228,2012-11-29,9845.0,0.117,0.011,1188.0,11415.0,9.8,8.8
229,2012-11-30,9803.0,0.117,0.011,1188.0,11415.0,9.8,8.8
230,2012-12-03,9803.0,0.117,0.011,1188.0,11415.0,9.8,8.8
231,2012-12-04,10056.0,0.117,0.011,1188.0,11415.0,9.8,8.8
232,2012-12-05,10435.0,0.117,0.011,1188.0,11415.0,9.8,8.8
233,2012-12-06,10603.0,0.117,0.011,1188.0,11415.0,9.8,8.8
234,2012-12-07,10392.0,0.117,0.011,1188.0,11415.0,9.8,8.8
235,2012-12-10,10392.0,0.117,0.011,1188.0,11415.0,9.8,8.8
236,2012-12-11,10603.0,0.117,0.011,1188.0,11415.0,9.8,8.8
237,2012-12-12,10687.0,0.117,0.011,1188.0,11415.0,9.8,8.8
238,2012-12-13,10687.0,0.117,0.011,1188.0,11415.0,9.8,8.8
239,2012-12-14,10519.0,0.117,0.011,1188.0,11415.0,9.8,8.8
240,2012-12-17,11024.0,0.117,0.011,1188.0,11415.0,9.8,8.8
241,2012-12-18,11276.0,0.117,0.011,1188.0,11415.0,9.8,8.8
242,2012-12-19,11192.0,0.117,0.011,1188.0,11415.0,9.8,8.8
243,2012-12-20,11108.0,0.117,0.011,1188.0,11415.0,9.8,8.8
244,2012-12-21,10939.0,0.117,0.011,1188.0,11415.0,9.8,8.8
245,2012-12-24,10981.0,0.117,0.011,1188.0,11415.0,9.8,8.8
246,2012-12-25,11192.0,0.117,0.011,1188.0,11415.0,9.8,8.8
247,2012-12-26,11234.0,0.117,0.011,1188.0,11415.0,9.8,8.8
248,2012-12-27,11402.0,0.117,0.011,1188.0,11415.0,9.8,8.8
249,2012-12-28,11444.0,0.117,0.011,1188.0,11415.0,9.8,8.8
250,2013-01-02,11697.0,0.099,0.011,1126.0,11454.0,9.9,8.9
251,2013-01-03,11991.0,0.099,0.011,1126.0,11454.0,9.9,8.9
252,2013-01-04,12286.0,0.099,0.011,1126.0,11454.0,9.9,8.9
253,2013-01-07,12622.0,0.099,0.011,1126.0,11454.0,9.9,8.9
254,2013-01-08,13254.0,0.099,0.011,1126.0,11454.0,9.9,8.9
255,2013-01-09,13338.0,0.099,0.011,1126.0,11454.0,9.9,8.9
256,2013-01-10,13674.0,0.099,0.011,1126.0,11454.0,9.9,8.9
257,2013-01-11,13506.0,0.099,0.011,1126.0,11454.0,9.9,8.9
258,2013-01-14,13422.0,0.099,0.011,1126.0,11454.0,9.9,8.9
259,2013-01-15,13464.0,0.099,0.011,1126.0,11454.0,9.9,8.9
260,2013-01-16,13506.0,0.099,0.011,1126.0,11454.0,9.9,8.9
261,2013-01-17,13254.0,0.099,0.011,1126.0,11454.0,9.9,8.9
262,2013-01-18,13296.0,0.099,0.011,1126.0,11454.0,9.9,8.9
263,2013-01-21,13085.0,0.099,0.011,1126.0,11454.0,9.9,8.9
264,2013-01-22,12875.0,0.099,0.011,1126.0,11454.0,9.9,8.9
265,2013-01-23,12791.0,0.099,0.011,1126.0,11454.0,9.9,8.9
266,2013-01-24,13043.0,0.099,0.011,1126.0,11454.0,9.9,8.9
267,2013-01-25,13674.0,0.099,0.011,1126.0,11454.0,9.9,8.9
268,2013-01-28,13800.0,0.099,0.011,1126.0,11454.0,9.9,8.9
269,2013-01-29,14305.0,0.099,0.011,1126.0,11454.0,9.9,8.9
270,2013-01-30,14432.0,0.099,0.011,1126.0,11454.0,9.9,8.9
271,2013-01-31,14305.0,0.099,0.011,1126.0,11454.0,9.9,8.9
272,2013-02-01,14432.0,0.099,0.011,1126.0,11454.0,9.9,8.9
273,2013-02-04,14179.0,0.099,0.011,1126.0,11454.0,9.9,8.9
274,2013-02-05,14179.0,0.099,0.011,1126.0,11454.0,9.9,8.9
275,2013-02-06,14516.0,0.099,0.011,1126.0,11454.0,9.9,8.9
276,2013-02-07,14516.0,0.099,0.011,1126.0,11454.0,9.9,8.9
277,2013-02-08,14516.0,0.099,0.011,1126.0,11454.0,9.9,8.9
278,2013-02-18,14432.0,0.099,0.011,1126.0,11454.0,9.9,8.9
279,2013-02-19,14263.0,0.099,0.011,1126.0,11454.0,9.9,8.9
280,2013-02-20,14347.0,0.099,0.011,1126.0,11454.0,9.9,8.9
281,2013-02-21,13464.0,0.099,0.011,1126.0,11454.0,9.9,8.9
282,2013-02-22,13758.0,0.099,0.011,1126.0,11454.0,9.9,8.9
283,2013-02-25,14095.0,0.099,0.011,1126.0,11454.0,9.9,8.9
284,2013-02-26,13484.0,0.099,0.011,1126.0,11454.0,9.9,8.9
285,2013-02-27,13484.0,0.099,0.011,1126.0,11454.0,9.9,8.9
286,2013-02-28,14095.0,0.099,0.011,1126.0,11454.0,9.9,8.9
287,2013-03-01,14138.0,0.099,0.011,1126.0,11454.0,9.9,8.9
288,2013-03-04,14007.0,0.099,0.011,1126.0,11454.0,9.9,8.9
289,2013-03-05,13789.0,0.099,0.011,1126.0,11454.0,9.9,8.9
290,2013-03-06,14051.0,0.099,0.011,1126.0,11454.0,9.9,8.9
291,2013-03-07,14051.0,0.099,0.011,1126.0,11454.0,9.9,8.9
292,2013-03-08,14095.0,0.099,0.011,1126.0,11454.0,9.9,8.9
293,2013-03-11,14051.0,0.099,0.011,1126.0,11454.0,9.9,8.9
294,2013-03-12,14095.0,0.099,0.011,1126.0,11454.0,9.9,8.9
295,2013-03-13,14182.0,0.099,0.011,1126.0,11454.0,9.9,8.9
296,2013-03-14,13964.0,0.099,0.011,1126.0,11454.0,9.9,8.9
297,2013-03-15,14357.0,0.099,0.011,1126.0,11454.0,9.9,8.9
298,2013-03-18,14226.0,0.099,0.011,1126.0,11454.0,9.9,8.9
299,2013-03-19,14007.0,0.099,0.011,1126.0,11454.0,9.9,8.9
300,2013-03-20,14095.0,0.099,0.011,1126.0,11454.0,9.9,8.9
301,2013-03-21,14051.0,0.099,0.011,1126.0,11454.0,9.9,8.9
302,2013-03-22,13877.0,0.099,0.011,1126.0,11454.0,9.9,8.9
303,2013-03-25,13964.0,0.099,0.011,1126.0,11454.0,9.9,8.9
304,2013-03-26,13877.0,0.099,0.011,1126.0,11454.0,9.9,8.9
305,2013-03-27,14095.0,0.099,0.011,1126.0,11454.0,9.9,8.9
306,2013-03-28,13964.0,0.099,0.011,1126.0,11454.0,9.9,8.9
307,2013-03-29,13964.0,0.099,0.011,1126.0,11454.0,9.9,8.9
308,2013-04-01,13964.0,0.102,0.01,1115.0,10947.0,10.7,9.7
309,2013-04-02,14051.0,0.102,0.01,1115.0,10947.0,10.7,9.7
310,2013-04-03,13964.0,0.102,0.01,1115.0,10947.0,10.7,9.7
311,2013-04-04,13833.0,0.102,0.01,1115.0,10947.0,10.7,9.7
312,2013-04-05,13571.0,0.102,0.01,1115.0,10947.0,10.7,9.7
313,2013-04-08,13746.0,0.102,0.01,1115.0,10947.0,10.7,9.7
314,2013-04-09,13615.0,0.102,0.01,1115.0,10947.0,10.7,9.7
315,2013-04-10,12698.0,0.102,0.01,1115.0,10947.0,10.7,9.7
316,2013-04-11,12873.0,0.102,0.01,1115.0,10947.0,10.7,9.7
317,2013-04-12,12524.0,0.102,0.01,1115.0,10947.0,10.7,9.7
318,2013-04-15,11913.0,0.102,0.01,1115.0,10947.0,10.7,9.7
319,2013-04-16,12218.0,0.102,0.01,1115.0,10947.0,10.7,9.7
320,2013-04-17,12306.0,0.102,0.01,1115.0,10947.0,10.7,9.7
321,2013-04-18,11913.0,0.102,0.01,1115.0,10947.0,10.7,9.7
322,2013-04-22,11651.0,0.102,0.01,1115.0,10947.0,10.7,9.7
323,2013-04-23,11782.0,0.102,0.01,1115.0,10947.0,10.7,9.7
324,2013-04-24,11607.0,0.102,0.01,1115.0,10947.0,10.7,9.7
325,2013-04-25,11957.0,0.102,0.01,1115.0,10947.0,10.7,9.7
326,2013-04-26,11957.0,0.102,0.01,1115.0,10947.0,10.7,9.7
327,2013-05-02,11869.0,0.102,0.01,1115.0,10947.0,10.7,9.7
328,2013-05-03,11869.0,0.102,0.01,1115.0,10947.0,10.7,9.7
329,2013-05-06,12218.0,0.102,0.01,1115.0,10947.0,10.7,9.7
330,2013-05-07,12175.0,0.102,0.01,1115.0,10947.0,10.7,9.7
331,2013-05-08,12262.0,0.102,0.01,1115.0,10947.0,10.7,9.7
332,2013-05-09,12131.0,0.102,0.01,1115.0,10947.0,10.7,9.7
333,2013-05-10,12000.0,0.102,0.01,1115.0,10947.0,10.7,9.7
334,2013-05-13,12131.0,0.102,0.01,1115.0,10947.0,10.7,9.7
335,2013-05-14,11869.0,0.102,0.01,1115.0,10947.0,10.7,9.7
336,2013-05-15,12175.0,0.102,0.01,1115.0,10947.0,10.7,9.7
337,2013-05-16,12829.0,0.102,0.01,1115.0,10947.0,10.7,9.7
338,2013-05-17,12480.0,0.102,0.01,1115.0,10947.0,10.7,9.7
339,2013-05-20,12829.0,0.102,0.01,1115.0,10947.0,10.7,9.7
340,2013-05-21,12873.0,0.102,0.01,1115.0,10947.0,10.7,9.7
341,2013-05-22,12873.0,0.102,0.01,1115.0,10947.0,10.7,9.7
342,2013-05-23,12480.0,0.102,0.01,1115.0,10947.0,10.7,9.7
343,2013-05-24,12437.0,0.102,0.01,1115.0,10947.0,10.7,9.7
344,2013-05-27,12873.0,0.102,0.01,1115.0,10947.0,10.7,9.7
345,2013-05-28,12960.0,0.102,0.01,1115.0,10947.0,10.7,9.7
346,2013-05-29,12917.0,0.102,0.01,1115.0,10947.0,10.7,9.7
